"","Name","pir","max_tpm","label_no_end","expt_assembly","expt"
"3447","NODE_5272_length_970_cov_20.1697",TRUE,0.401148,"Kim19_C_NODE_5272_length_970_cov_20.1697","Kim19_C","Kim19"
"3448","NODE_5295_length_964_cov_83.4092",TRUE,0,"Kim19_C_NODE_5295_length_964_cov_83.4092","Kim19_C","Kim19"
"3449","NODE_5320_length_952_cov_7.35691",TRUE,0,"Kim19_C_NODE_5320_length_952_cov_7.35691","Kim19_C","Kim19"
"3450","NODE_5325_length_951_cov_3.41939",TRUE,4.605687,"Kim19_C_NODE_5325_length_951_cov_3.41939","Kim19_C","Kim19"
"3451","NODE_533_length_6595_cov_32.6707",TRUE,22.101982,"Kim19_C_NODE_533_length_6595_cov_32.6707","Kim19_C","Kim19"
"3452","NODE_5336_length_948_cov_5.92022",TRUE,0.257737,"Kim19_C_NODE_5336_length_948_cov_5.92022","Kim19_C","Kim19"
"3453","NODE_5369_length_940_cov_5.6108",TRUE,0,"Kim19_C_NODE_5369_length_940_cov_5.6108","Kim19_C","Kim19"
"3454","NODE_537_length_6582_cov_62.3089",TRUE,68.698567,"Kim19_C_NODE_537_length_6582_cov_62.3089","Kim19_C","Kim19"
"3455","NODE_5383_length_935_cov_35.8659",TRUE,47.632424,"Kim19_C_NODE_5383_length_935_cov_35.8659","Kim19_C","Kim19"
"3456","NODE_5403_length_928_cov_3.64804",TRUE,3.91555,"Kim19_C_NODE_5403_length_928_cov_3.64804","Kim19_C","Kim19"
"3457","NODE_5409_length_927_cov_6.26957",TRUE,2.436261,"Kim19_C_NODE_5409_length_927_cov_6.26957","Kim19_C","Kim19"
"3458","NODE_5445_length_920_cov_7.97745",TRUE,0.267257,"Kim19_C_NODE_5445_length_920_cov_7.97745","Kim19_C","Kim19"
"3459","NODE_5450_length_919_cov_14.1546",TRUE,0.214088,"Kim19_C_NODE_5450_length_919_cov_14.1546","Kim19_C","Kim19"
"3460","NODE_5496_length_906_cov_2.71821",TRUE,4.356595,"Kim19_C_NODE_5496_length_906_cov_2.71821","Kim19_C","Kim19"
"3461","NODE_5540_length_888_cov_12.3602",TRUE,19.013521,"Kim19_C_NODE_5540_length_888_cov_12.3602","Kim19_C","Kim19"
"3462","NODE_5544_length_887_cov_2.4918",TRUE,0,"Kim19_C_NODE_5544_length_887_cov_2.4918","Kim19_C","Kim19"
"3463","NODE_5549_length_885_cov_22.7007",TRUE,0.168116,"Kim19_C_NODE_5549_length_885_cov_22.7007","Kim19_C","Kim19"
"3464","NODE_5559_length_884_cov_6.51469",TRUE,0,"Kim19_C_NODE_5559_length_884_cov_6.51469","Kim19_C","Kim19"
"3465","NODE_5560_length_884_cov_4.79671",TRUE,0.168349,"Kim19_C_NODE_5560_length_884_cov_4.79671","Kim19_C","Kim19"
"3466","NODE_5568_length_882_cov_14.0624",TRUE,18.511222,"Kim19_C_NODE_5568_length_882_cov_14.0624","Kim19_C","Kim19"
"3467","NODE_5586_length_877_cov_3.48104",TRUE,4.791083,"Kim19_C_NODE_5586_length_877_cov_3.48104","Kim19_C","Kim19"
"3468","NODE_5609_length_870_cov_4.38471",TRUE,0.228904,"Kim19_C_NODE_5609_length_870_cov_4.38471","Kim19_C","Kim19"
"3469","NODE_5662_length_857_cov_85.7391",TRUE,0,"Kim19_C_NODE_5662_length_857_cov_85.7391","Kim19_C","Kim19"
"3470","NODE_5668_length_856_cov_183.431",TRUE,213.808458,"Kim19_C_NODE_5668_length_856_cov_183.431","Kim19_C","Kim19"
"3471","NODE_5669_length_856_cov_4.80316",TRUE,1.751413,"Kim19_C_NODE_5669_length_856_cov_4.80316","Kim19_C","Kim19"
"3472","NODE_5670_length_856_cov_16.4982",TRUE,0.485615,"Kim19_C_NODE_5670_length_856_cov_16.4982","Kim19_C","Kim19"
"3473","NODE_5689_length_849_cov_4.45956",TRUE,0,"Kim19_C_NODE_5689_length_849_cov_4.45956","Kim19_C","Kim19"
"3474","NODE_5772_length_827_cov_2.29723",TRUE,3.084815,"Kim19_C_NODE_5772_length_827_cov_2.29723","Kim19_C","Kim19"
"3475","NODE_5776_length_825_cov_2.96591",TRUE,0.366661,"Kim19_C_NODE_5776_length_825_cov_2.96591","Kim19_C","Kim19"
"3476","NODE_5786_length_821_cov_9.18274",TRUE,12.745828,"Kim19_C_NODE_5786_length_821_cov_9.18274","Kim19_C","Kim19"
"3477","NODE_579_length_6379_cov_8.60574",TRUE,0.312521,"Kim19_C_NODE_579_length_6379_cov_8.60574","Kim19_C","Kim19"
"3478","NODE_5895_length_799_cov_2.89556",TRUE,1.590544,"Kim19_C_NODE_5895_length_799_cov_2.89556","Kim19_C","Kim19"
"3479","NODE_5929_length_787_cov_40.7507",TRUE,1.303916,"Kim19_C_NODE_5929_length_787_cov_40.7507","Kim19_C","Kim19"
"3480","NODE_5939_length_784_cov_8.09987",TRUE,10.779831,"Kim19_C_NODE_5939_length_784_cov_8.09987","Kim19_C","Kim19"
"3481","NODE_5961_length_779_cov_92.3753",TRUE,0.547783,"Kim19_C_NODE_5961_length_779_cov_92.3753","Kim19_C","Kim19"
"3482","NODE_5970_length_777_cov_15.0457",TRUE,0.549612,"Kim19_C_NODE_5970_length_777_cov_15.0457","Kim19_C","Kim19"
"3483","NODE_5971_length_777_cov_3.5672",TRUE,5.665724,"Kim19_C_NODE_5971_length_777_cov_3.5672","Kim19_C","Kim19"
"3484","NODE_5979_length_776_cov_5.09287",TRUE,0.527903,"Kim19_C_NODE_5979_length_776_cov_5.09287","Kim19_C","Kim19"
"3485","NODE_5987_length_774_cov_12.3698",TRUE,18.380935,"Kim19_C_NODE_5987_length_774_cov_12.3698","Kim19_C","Kim19"
"3486","NODE_6023_length_766_cov_36.015",TRUE,0.06708,"Kim19_C_NODE_6023_length_766_cov_36.015","Kim19_C","Kim19"
"3487","NODE_6026_length_765_cov_4.85383",TRUE,7.928579,"Kim19_C_NODE_6026_length_765_cov_4.85383","Kim19_C","Kim19"
"3488","NODE_6030_length_764_cov_5.51436",TRUE,0.067303,"Kim19_C_NODE_6030_length_764_cov_5.51436","Kim19_C","Kim19"
"3489","NODE_6110_length_743_cov_6.14366",TRUE,11.213761,"Kim19_C_NODE_6110_length_743_cov_6.14366","Kim19_C","Kim19"
"3490","NODE_6111_length_743_cov_7.96761",TRUE,0.209202,"Kim19_C_NODE_6111_length_743_cov_7.96761","Kim19_C","Kim19"
"3491","NODE_6133_length_736_cov_2.26885",TRUE,3.952689,"Kim19_C_NODE_6133_length_736_cov_2.26885","Kim19_C","Kim19"
"3492","NODE_6244_length_712_cov_8.62592",TRUE,13.700817,"Kim19_C_NODE_6244_length_712_cov_8.62592","Kim19_C","Kim19"
"3493","NODE_6255_length_709_cov_3.21154",TRUE,0.222192,"Kim19_C_NODE_6255_length_709_cov_3.21154","Kim19_C","Kim19"
"3494","NODE_6256_length_708_cov_22.7511",TRUE,9.857598,"Kim19_C_NODE_6256_length_708_cov_22.7511","Kim19_C","Kim19"
"3495","NODE_6288_length_702_cov_6.18087",TRUE,0,"Kim19_C_NODE_6288_length_702_cov_6.18087","Kim19_C","Kim19"
"3496","NODE_6412_length_680_cov_5.99382",TRUE,0,"Kim19_C_NODE_6412_length_680_cov_5.99382","Kim19_C","Kim19"
"3497","NODE_6513_length_661_cov_5.32962",TRUE,0,"Kim19_C_NODE_6513_length_661_cov_5.32962","Kim19_C","Kim19"
"3498","NODE_6532_length_657_cov_6.01923",TRUE,0.245488,"Kim19_C_NODE_6532_length_657_cov_6.01923","Kim19_C","Kim19"
"3499","NODE_6641_length_633_cov_2.605",TRUE,3.84202,"Kim19_C_NODE_6641_length_633_cov_2.605","Kim19_C","Kim19"
"3500","NODE_6695_length_623_cov_3.38644",TRUE,0.175685,"Kim19_C_NODE_6695_length_623_cov_3.38644","Kim19_C","Kim19"
"3501","NODE_81_length_11901_cov_176.604",TRUE,4.354003,"Kim19_C_NODE_81_length_11901_cov_176.604","Kim19_C","Kim19"
"3502","NODE_833_length_5477_cov_17.5154",TRUE,12.107345,"Kim19_C_NODE_833_length_5477_cov_17.5154","Kim19_C","Kim19"
"3503","NODE_855_length_5381_cov_23.9516",TRUE,1.031361,"Kim19_C_NODE_855_length_5381_cov_23.9516","Kim19_C","Kim19"
"3504","NODE_905_length_5258_cov_28.1053",TRUE,27.519129,"Kim19_C_NODE_905_length_5258_cov_28.1053","Kim19_C","Kim19"
"3505","NODE_133_length_1552_cov_3.60829",TRUE,22.83294,"Kim19_Q_NODE_133_length_1552_cov_3.60829","Kim19_Q","Kim19"
"3506","NODE_141_length_1485_cov_3.67906",TRUE,36.092872,"Kim19_Q_NODE_141_length_1485_cov_3.67906","Kim19_Q","Kim19"
"3507","NODE_19_length_2873_cov_5.04472",TRUE,120.584104,"Kim19_Q_NODE_19_length_2873_cov_5.04472","Kim19_Q","Kim19"
"3508","NODE_20_length_2797_cov_18.5384",TRUE,0,"Kim19_Q_NODE_20_length_2797_cov_18.5384","Kim19_Q","Kim19"
"3509","NODE_203_length_1263_cov_5.76504",TRUE,119.188624,"Kim19_Q_NODE_203_length_1263_cov_5.76504","Kim19_Q","Kim19"
"3510","NODE_221_length_1227_cov_9.1005",TRUE,129.339944,"Kim19_Q_NODE_221_length_1227_cov_9.1005","Kim19_Q","Kim19"
"3511","NODE_240_length_1166_cov_4.65137",TRUE,0,"Kim19_Q_NODE_240_length_1166_cov_4.65137","Kim19_Q","Kim19"
"3512","NODE_245_length_1154_cov_5.2471",TRUE,19.548172,"Kim19_Q_NODE_245_length_1154_cov_5.2471","Kim19_Q","Kim19"
"3513","NODE_27_length_2657_cov_25.1879",TRUE,399.25418,"Kim19_Q_NODE_27_length_2657_cov_25.1879","Kim19_Q","Kim19"
"3514","NODE_356_length_903_cov_8.75862",TRUE,2.192621,"Kim19_Q_NODE_356_length_903_cov_8.75862","Kim19_Q","Kim19"
"3515","NODE_385_length_840_cov_7.35316",TRUE,66.72623,"Kim19_Q_NODE_385_length_840_cov_7.35316","Kim19_Q","Kim19"
"3516","NODE_414_length_791_cov_7.40897",TRUE,118.955914,"Kim19_Q_NODE_414_length_791_cov_7.40897","Kim19_Q","Kim19"
"3517","NODE_510_length_651_cov_4.60518",TRUE,1.119797,"Kim19_Q_NODE_510_length_651_cov_4.60518","Kim19_Q","Kim19"
"3518","NODE_8_length_3284_cov_26.618",TRUE,414.083413,"Kim19_Q_NODE_8_length_3284_cov_26.618","Kim19_Q","Kim19"
"3519","NODE_90_length_1830_cov_5.42404",TRUE,41.39231,"Kim19_Q_NODE_90_length_1830_cov_5.42404","Kim19_Q","Kim19"
"3520","NODE_1097_length_3711_cov_13.6512",TRUE,43.196552,"Kim19_D_NODE_1097_length_3711_cov_13.6512","Kim19_D","Kim19"
"3521","NODE_1164_length_3600_cov_4.54696",TRUE,0.093596,"Kim19_D_NODE_1164_length_3600_cov_4.54696","Kim19_D","Kim19"
"3522","NODE_1165_length_3599_cov_39.9089",TRUE,110.406999,"Kim19_D_NODE_1165_length_3599_cov_39.9089","Kim19_D","Kim19"
"3523","NODE_1181_length_3573_cov_6.2678",TRUE,19.905611,"Kim19_D_NODE_1181_length_3573_cov_6.2678","Kim19_D","Kim19"
"3524","NODE_1196_length_3558_cov_8.04227",TRUE,24.556841,"Kim19_D_NODE_1196_length_3558_cov_8.04227","Kim19_D","Kim19"
"3525","NODE_1282_length_3407_cov_8.18257",TRUE,1.81172,"Kim19_D_NODE_1282_length_3407_cov_8.18257","Kim19_D","Kim19"
"3526","NODE_1354_length_3290_cov_6.03377",TRUE,0.289177,"Kim19_D_NODE_1354_length_3290_cov_6.03377","Kim19_D","Kim19"
"3527","NODE_1400_length_3228_cov_12.0998",TRUE,0.280475,"Kim19_D_NODE_1400_length_3228_cov_12.0998","Kim19_D","Kim19"
"3528","NODE_1409_length_3213_cov_5.61541",TRUE,17.725123,"Kim19_D_NODE_1409_length_3213_cov_5.61541","Kim19_D","Kim19"
"3529","NODE_1428_length_3193_cov_53.2797",TRUE,0.447683,"Kim19_D_NODE_1428_length_3193_cov_53.2797","Kim19_D","Kim19"
"3530","NODE_1544_length_3048_cov_11.6368",TRUE,0.635802,"Kim19_D_NODE_1544_length_3048_cov_11.6368","Kim19_D","Kim19"
"3531","NODE_1629_length_2934_cov_6.88452",TRUE,1.305677,"Kim19_D_NODE_1629_length_2934_cov_6.88452","Kim19_D","Kim19"
"3532","NODE_1667_length_2892_cov_6.50577",TRUE,0.828638,"Kim19_D_NODE_1667_length_2892_cov_6.50577","Kim19_D","Kim19"
"3533","NODE_1729_length_2826_cov_14.8299",TRUE,48.047798,"Kim19_D_NODE_1729_length_2826_cov_14.8299","Kim19_D","Kim19"
"3534","NODE_1795_length_2755_cov_12.6209",TRUE,34.481968,"Kim19_D_NODE_1795_length_2755_cov_12.6209","Kim19_D","Kim19"
"3535","NODE_1799_length_2750_cov_30.8116",TRUE,0.126504,"Kim19_D_NODE_1799_length_2750_cov_30.8116","Kim19_D","Kim19"
"3536","NODE_1818_length_2735_cov_23.346",TRUE,73.36457,"Kim19_D_NODE_1818_length_2735_cov_23.346","Kim19_D","Kim19"
"3537","NODE_1868_length_2671_cov_5.78165",TRUE,19.051021,"Kim19_D_NODE_1868_length_2671_cov_5.78165","Kim19_D","Kim19"
"3538","NODE_1879_length_2661_cov_8.28311",TRUE,0.362189,"Kim19_D_NODE_1879_length_2661_cov_8.28311","Kim19_D","Kim19"
"3539","NODE_1906_length_2627_cov_28.022",TRUE,82.971352,"Kim19_D_NODE_1906_length_2627_cov_28.022","Kim19_D","Kim19"
"3540","NODE_1909_length_2623_cov_8.23243",TRUE,3.310895,"Kim19_D_NODE_1909_length_2623_cov_8.23243","Kim19_D","Kim19"
"3541","NODE_1958_length_2576_cov_9.73299",TRUE,29.159217,"Kim19_D_NODE_1958_length_2576_cov_9.73299","Kim19_D","Kim19"
"3542","NODE_1988_length_2547_cov_24.315",TRUE,67.151289,"Kim19_D_NODE_1988_length_2547_cov_24.315","Kim19_D","Kim19"
"3543","NODE_1996_length_2538_cov_10.1824",TRUE,28.369155,"Kim19_D_NODE_1996_length_2538_cov_10.1824","Kim19_D","Kim19"
"3544","NODE_2010_length_2526_cov_4.55395",TRUE,0.957349,"Kim19_D_NODE_2010_length_2526_cov_4.55395","Kim19_D","Kim19"
"3545","NODE_2051_length_2490_cov_19.8991",TRUE,58.864328,"Kim19_D_NODE_2051_length_2490_cov_19.8991","Kim19_D","Kim19"
"3546","NODE_2057_length_2482_cov_5.17272",TRUE,0.694457,"Kim19_D_NODE_2057_length_2482_cov_5.17272","Kim19_D","Kim19"
"3547","NODE_2087_length_2453_cov_20.9269",TRUE,0,"Kim19_D_NODE_2087_length_2453_cov_20.9269","Kim19_D","Kim19"
"3548","NODE_2088_length_2452_cov_6.35138",TRUE,19.323173,"Kim19_D_NODE_2088_length_2452_cov_6.35138","Kim19_D","Kim19"
"3549","NODE_2151_length_2389_cov_4.56324",TRUE,13.892844,"Kim19_D_NODE_2151_length_2389_cov_4.56324","Kim19_D","Kim19"
"3550","NODE_2158_length_2387_cov_26.1602",TRUE,72.959272,"Kim19_D_NODE_2158_length_2387_cov_26.1602","Kim19_D","Kim19"
"3551","NODE_2176_length_2375_cov_37.0269",TRUE,117.799468,"Kim19_D_NODE_2176_length_2375_cov_37.0269","Kim19_D","Kim19"
"3552","NODE_2223_length_2346_cov_9.27454",TRUE,27.411456,"Kim19_D_NODE_2223_length_2346_cov_9.27454","Kim19_D","Kim19"
"3553","NODE_2280_length_2294_cov_20.3901",TRUE,62.874331,"Kim19_D_NODE_2280_length_2294_cov_20.3901","Kim19_D","Kim19"
"3554","NODE_2298_length_2284_cov_42.4811",TRUE,127.686081,"Kim19_D_NODE_2298_length_2284_cov_42.4811","Kim19_D","Kim19"
"3555","NODE_2330_length_2251_cov_26.6434",TRUE,0.257204,"Kim19_D_NODE_2330_length_2251_cov_26.6434","Kim19_D","Kim19"
"3556","NODE_2343_length_2244_cov_5.0787",TRUE,16.063686,"Kim19_D_NODE_2343_length_2244_cov_5.0787","Kim19_D","Kim19"
"3557","NODE_250_length_6461_cov_28.1394",TRUE,80.119876,"Kim19_D_NODE_250_length_6461_cov_28.1394","Kim19_D","Kim19"
"3558","NODE_2529_length_2090_cov_17.8687",TRUE,0.234943,"Kim19_D_NODE_2529_length_2090_cov_17.8687","Kim19_D","Kim19"
"3559","NODE_2539_length_2082_cov_13.6691",TRUE,0.471851,"Kim19_D_NODE_2539_length_2082_cov_13.6691","Kim19_D","Kim19"
"3560","NODE_2650_length_2009_cov_41.8649",TRUE,132.105343,"Kim19_D_NODE_2650_length_2009_cov_41.8649","Kim19_D","Kim19"
"3561","NODE_2658_length_2001_cov_2.70681",TRUE,0.058471,"Kim19_D_NODE_2658_length_2001_cov_2.70681","Kim19_D","Kim19"
"3562","NODE_2677_length_1990_cov_4.52785",TRUE,0,"Kim19_D_NODE_2677_length_1990_cov_4.52785","Kim19_D","Kim19"
"3563","NODE_2711_length_1968_cov_47.9333",TRUE,123.998007,"Kim19_D_NODE_2711_length_1968_cov_47.9333","Kim19_D","Kim19"
"3564","NODE_2749_length_1941_cov_22.7081",TRUE,63.83573,"Kim19_D_NODE_2749_length_1941_cov_22.7081","Kim19_D","Kim19"
"3565","NODE_2765_length_1923_cov_8.04497",TRUE,27.189416,"Kim19_D_NODE_2765_length_1923_cov_8.04497","Kim19_D","Kim19"
"3566","NODE_2794_length_1901_cov_11.5166",TRUE,0.123705,"Kim19_D_NODE_2794_length_1901_cov_11.5166","Kim19_D","Kim19"
"3567","NODE_2803_length_1896_cov_17.6973",TRUE,57.137348,"Kim19_D_NODE_2803_length_1896_cov_17.6973","Kim19_D","Kim19"
"3568","NODE_2821_length_1883_cov_34.2086",TRUE,111.88185,"Kim19_D_NODE_2821_length_1883_cov_34.2086","Kim19_D","Kim19"
"3569","NODE_2906_length_1824_cov_4.33445",TRUE,0.27272,"Kim19_D_NODE_2906_length_1824_cov_4.33445","Kim19_D","Kim19"
"3570","NODE_2938_length_1804_cov_5.49859",TRUE,19.217559,"Kim19_D_NODE_2938_length_1804_cov_5.49859","Kim19_D","Kim19"
"3571","NODE_2972_length_1777_cov_17.0344",TRUE,53.710461,"Kim19_D_NODE_2972_length_1777_cov_17.0344","Kim19_D","Kim19"
"3572","NODE_2975_length_1772_cov_13.0725",TRUE,0.563142,"Kim19_D_NODE_2975_length_1772_cov_13.0725","Kim19_D","Kim19"
"3573","NODE_2976_length_1772_cov_5.67913",TRUE,20.653208,"Kim19_D_NODE_2976_length_1772_cov_5.67913","Kim19_D","Kim19"
"3574","NODE_2992_length_1763_cov_10.5474",TRUE,31.831848,"Kim19_D_NODE_2992_length_1763_cov_10.5474","Kim19_D","Kim19"
"3575","NODE_3006_length_1755_cov_6.94193",TRUE,21.727328,"Kim19_D_NODE_3006_length_1755_cov_6.94193","Kim19_D","Kim19"
"3576","NODE_3014_length_1751_cov_21.8801",TRUE,62.872477,"Kim19_D_NODE_3014_length_1751_cov_21.8801","Kim19_D","Kim19"
"3577","NODE_3017_length_1749_cov_8.83275",TRUE,26.733447,"Kim19_D_NODE_3017_length_1749_cov_8.83275","Kim19_D","Kim19"
"3578","NODE_3050_length_1732_cov_10.0759",TRUE,35.030305,"Kim19_D_NODE_3050_length_1732_cov_10.0759","Kim19_D","Kim19"
"3579","NODE_3081_length_1706_cov_3.80036",TRUE,14.183382,"Kim19_D_NODE_3081_length_1706_cov_3.80036","Kim19_D","Kim19"
"3580","NODE_3133_length_1674_cov_4.73796",TRUE,0.071199,"Kim19_D_NODE_3133_length_1674_cov_4.73796","Kim19_D","Kim19"
"3581","NODE_3161_length_1660_cov_8.63675",TRUE,28.460147,"Kim19_D_NODE_3161_length_1660_cov_8.63675","Kim19_D","Kim19"
"3582","NODE_3185_length_1642_cov_28.0379",TRUE,0,"Kim19_D_NODE_3185_length_1642_cov_28.0379","Kim19_D","Kim19"
"3583","NODE_3191_length_1639_cov_11.8294",TRUE,39.365369,"Kim19_D_NODE_3191_length_1639_cov_11.8294","Kim19_D","Kim19"
"3584","NODE_3217_length_1626_cov_6.10609",TRUE,1.239198,"Kim19_D_NODE_3217_length_1626_cov_6.10609","Kim19_D","Kim19"
"3585","NODE_3245_length_1614_cov_43.4276",TRUE,0.624747,"Kim19_D_NODE_3245_length_1614_cov_43.4276","Kim19_D","Kim19"
"3586","NODE_3289_length_1589_cov_24.0656",TRUE,47.000935,"Kim19_D_NODE_3289_length_1589_cov_24.0656","Kim19_D","Kim19"
"3587","NODE_3290_length_1588_cov_18.1299",TRUE,52.200079,"Kim19_D_NODE_3290_length_1588_cov_18.1299","Kim19_D","Kim19"
"3588","NODE_3338_length_1562_cov_16.1046",TRUE,53.379747,"Kim19_D_NODE_3338_length_1562_cov_16.1046","Kim19_D","Kim19"
"3589","NODE_3355_length_1552_cov_6.13167",TRUE,1.317377,"Kim19_D_NODE_3355_length_1552_cov_6.13167","Kim19_D","Kim19"
"3590","NODE_3377_length_1538_cov_4.05581",TRUE,1.409164,"Kim19_D_NODE_3377_length_1538_cov_4.05581","Kim19_D","Kim19"
"3591","NODE_3386_length_1533_cov_5.18",TRUE,17.364948,"Kim19_D_NODE_3386_length_1533_cov_5.18","Kim19_D","Kim19"
"3592","NODE_3392_length_1530_cov_4.92452",TRUE,18.251405,"Kim19_D_NODE_3392_length_1530_cov_4.92452","Kim19_D","Kim19"
"3593","NODE_3394_length_1528_cov_8.09699",TRUE,0,"Kim19_D_NODE_3394_length_1528_cov_8.09699","Kim19_D","Kim19"
"3594","NODE_3403_length_1525_cov_23.5114",TRUE,1.331547,"Kim19_D_NODE_3403_length_1525_cov_23.5114","Kim19_D","Kim19"
"3595","NODE_3409_length_1522_cov_16.9543",TRUE,56.038833,"Kim19_D_NODE_3409_length_1522_cov_16.9543","Kim19_D","Kim19"
"3596","NODE_3419_length_1519_cov_18.7483",TRUE,0,"Kim19_D_NODE_3419_length_1519_cov_18.7483","Kim19_D","Kim19"
"3597","NODE_3431_length_1513_cov_24.4108",TRUE,0.478477,"Kim19_D_NODE_3431_length_1513_cov_24.4108","Kim19_D","Kim19"
"3598","NODE_3456_length_1496_cov_21.3759",TRUE,24.151744,"Kim19_D_NODE_3456_length_1496_cov_21.3759","Kim19_D","Kim19"
"3599","NODE_3501_length_1478_cov_10.7439",TRUE,37.350899,"Kim19_D_NODE_3501_length_1478_cov_10.7439","Kim19_D","Kim19"
"3600","NODE_3522_length_1464_cov_53.6066",TRUE,163.088941,"Kim19_D_NODE_3522_length_1464_cov_53.6066","Kim19_D","Kim19"
"3601","NODE_3540_length_1458_cov_137.23",TRUE,445.519203,"Kim19_D_NODE_3540_length_1458_cov_137.23","Kim19_D","Kim19"
"3602","NODE_3567_length_1447_cov_21.1867",TRUE,0,"Kim19_D_NODE_3567_length_1447_cov_21.1867","Kim19_D","Kim19"
"3603","NODE_3594_length_1434_cov_7.04425",TRUE,25.441137,"Kim19_D_NODE_3594_length_1434_cov_7.04425","Kim19_D","Kim19"
"3604","NODE_3613_length_1428_cov_17.3656",TRUE,1.068897,"Kim19_D_NODE_3613_length_1428_cov_17.3656","Kim19_D","Kim19"
"3605","NODE_3615_length_1427_cov_12.7489",TRUE,0.25563,"Kim19_D_NODE_3615_length_1427_cov_12.7489","Kim19_D","Kim19"
"3606","NODE_3619_length_1422_cov_9.75162",TRUE,30.221824,"Kim19_D_NODE_3619_length_1422_cov_9.75162","Kim19_D","Kim19"
"3607","NODE_3621_length_1422_cov_13.8431",TRUE,0,"Kim19_D_NODE_3621_length_1422_cov_13.8431","Kim19_D","Kim19"
"3608","NODE_3629_length_1418_cov_12.4563",TRUE,28.610306,"Kim19_D_NODE_3629_length_1418_cov_12.4563","Kim19_D","Kim19"
"3609","NODE_3633_length_1417_cov_7.47327",TRUE,0.361711,"Kim19_D_NODE_3633_length_1417_cov_7.47327","Kim19_D","Kim19"
"3610","NODE_3645_length_1412_cov_3.79913",TRUE,2.905331,"Kim19_D_NODE_3645_length_1412_cov_3.79913","Kim19_D","Kim19"
"3611","NODE_3651_length_1407_cov_4.86827",TRUE,48.860943,"Kim19_D_NODE_3651_length_1407_cov_4.86827","Kim19_D","Kim19"
"3612","NODE_3683_length_1394_cov_15.1616",TRUE,31.481837,"Kim19_D_NODE_3683_length_1394_cov_15.1616","Kim19_D","Kim19"
"3613","NODE_3699_length_1384_cov_14.7513",TRUE,0.176465,"Kim19_D_NODE_3699_length_1384_cov_14.7513","Kim19_D","Kim19"
"3614","NODE_3705_length_1383_cov_7.69852",TRUE,27.816232,"Kim19_D_NODE_3705_length_1383_cov_7.69852","Kim19_D","Kim19"
"3615","NODE_3735_length_1366_cov_5.34059",TRUE,20.061989,"Kim19_D_NODE_3735_length_1366_cov_5.34059","Kim19_D","Kim19"
"3616","NODE_3757_length_1356_cov_5.32351",TRUE,18.681096,"Kim19_D_NODE_3757_length_1356_cov_5.32351","Kim19_D","Kim19"
"3617","NODE_3785_length_1340_cov_12.3803",TRUE,0,"Kim19_D_NODE_3785_length_1340_cov_12.3803","Kim19_D","Kim19"
"3618","NODE_3832_length_1317_cov_4.15343",TRUE,15.101127,"Kim19_D_NODE_3832_length_1317_cov_4.15343","Kim19_D","Kim19"
"3619","NODE_3839_length_1315_cov_4.46724",TRUE,13.714186,"Kim19_D_NODE_3839_length_1315_cov_4.46724","Kim19_D","Kim19"
"3620","NODE_3887_length_1292_cov_7.37252",TRUE,0.803995,"Kim19_D_NODE_3887_length_1292_cov_7.37252","Kim19_D","Kim19"
"3621","NODE_3906_length_1287_cov_12.5478",TRUE,0.906141,"Kim19_D_NODE_3906_length_1287_cov_12.5478","Kim19_D","Kim19"
"3622","NODE_3914_length_1284_cov_5.77138",TRUE,0.480828,"Kim19_D_NODE_3914_length_1284_cov_5.77138","Kim19_D","Kim19"
"3623","NODE_3918_length_1282_cov_5.47318",TRUE,20.928218,"Kim19_D_NODE_3918_length_1282_cov_5.47318","Kim19_D","Kim19"
"3624","NODE_3949_length_1270_cov_21.3719",TRUE,71.541968,"Kim19_D_NODE_3949_length_1270_cov_21.3719","Kim19_D","Kim19"
"3625","NODE_3955_length_1268_cov_26.1538",TRUE,77.112702,"Kim19_D_NODE_3955_length_1268_cov_26.1538","Kim19_D","Kim19"
"3626","NODE_3957_length_1267_cov_7.8436",TRUE,25.684152,"Kim19_D_NODE_3957_length_1267_cov_7.8436","Kim19_D","Kim19"
"3627","NODE_3960_length_1267_cov_5.01216",TRUE,0.097658,"Kim19_D_NODE_3960_length_1267_cov_5.01216","Kim19_D","Kim19"
"3628","NODE_3977_length_1259_cov_3.00489",TRUE,10.354398,"Kim19_D_NODE_3977_length_1259_cov_3.00489","Kim19_D","Kim19"
"3629","NODE_4009_length_1248_cov_7.07572",TRUE,21.96601,"Kim19_D_NODE_4009_length_1248_cov_7.07572","Kim19_D","Kim19"
"3630","NODE_4012_length_1247_cov_3.97611",TRUE,2.931526,"Kim19_D_NODE_4012_length_1247_cov_3.97611","Kim19_D","Kim19"
"3631","NODE_4014_length_1246_cov_10.4246",TRUE,36.765189,"Kim19_D_NODE_4014_length_1246_cov_10.4246","Kim19_D","Kim19"
"3632","NODE_4023_length_1243_cov_15.2512",TRUE,29.793837,"Kim19_D_NODE_4023_length_1243_cov_15.2512","Kim19_D","Kim19"
"3633","NODE_4028_length_1241_cov_8.13328",TRUE,27.909248,"Kim19_D_NODE_4028_length_1241_cov_8.13328","Kim19_D","Kim19"
"3634","NODE_4063_length_1226_cov_5.6404",TRUE,0.507282,"Kim19_D_NODE_4063_length_1226_cov_5.6404","Kim19_D","Kim19"
"3635","NODE_4068_length_1225_cov_10.5654",TRUE,0.101553,"Kim19_D_NODE_4068_length_1225_cov_10.5654","Kim19_D","Kim19"
