"Name","SRX697834_SRR1571704_TPM","SRX697835_SRR1571705_TPM","SRX697836_SRR1571706_TPM","SRX697837_SRR1571707_TPM","SRX697838_SRR1571708_TPM","SRX697839_SRR1571709_TPM","SRX697840_SRR1571710_TPM","SRX697841_SRR1571711_TPM","pir","subfam"
"NODE_20055_length_111_cov_51.8929",0,4.943726,5.176673,0,15.891837,0,0,0,FALSE,"none"
"NODE_20056_length_111_cov_123.357",10.882764,0,0,0,17.794174,48.881942,21.720213,22.228402,FALSE,"none"
"NODE_20057_length_111_cov_58.125",24.656726,18.950565,0,14.782584,0,7.513172,5.625484,0,FALSE,"none"
"NODE_20061_length_111_cov_599.143",18.714461,15.505292,11.470946,25.196965,35.711356,18.296305,60.261553,75.0058,FALSE,"none"
"NODE_20071_length_111_cov_50.8929",0,0,0,0,9.19722,18.218873,21.732148,3.707351,FALSE,"none"
"NODE_20072_length_111_cov_351.411",228.36342,252.284192,155.355326,346.696142,230.128676,71.09676,22.501938,37.047337,FALSE,"none"
"NODE_20074_length_111_cov_164.768",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20077_length_111_cov_77.2143",12.272512,4.945669,0,14.782584,22.868302,38.09358,28.133069,22.410377,FALSE,"none"
"NODE_20082_length_111_cov_13.5",4.090837,4.945669,5.18595,9.855056,4.600887,0,0,3.704734,FALSE,"none"
"NODE_20094_length_111_cov_63.875",104.971681,99.479541,150.007225,112.68845,14.175399,10.067018,6.580842,0,FALSE,"none"
"NODE_20098_length_111_cov_69.6964",12.271746,14.665345,5.18595,4.927555,27.628748,14.219352,11.250969,22.153014,FALSE,"none"
"NODE_20116_length_111_cov_245.821",73.634899,59.349606,40.719304,62.785427,36.054528,18.955556,5.625484,59.64246,FALSE,"none"
"NODE_20118_length_111_cov_2742.27",0,0,0,0,0,15.092992,64.329972,8.60941,FALSE,"none"
"NODE_20122_length_111_cov_212.964",401.452392,508.50004,484.769556,441.826823,493.957613,385.48953,554.332091,469.550268,FALSE,"none"
"NODE_20124_length_111_cov_140.411",12.991793,0,10.3719,0,0,0,0,0,FALSE,"none"
"NODE_20132_length_111_cov_297.768",302.212195,412.855192,550.620881,385.836912,282.456494,287.792726,428.97412,326.369836,FALSE,"none"
"NODE_20140_length_111_cov_301.857",28341.565954,26041.634325,40617.203419,29749.261704,25723.278842,29593.229995,37855.850639,34338.590796,FALSE,"none"
"NODE_20160_length_111_cov_1541.29",6.396818,7.608774,20.549631,15.139115,23.004434,0,14.796873,8.401177,FALSE,"none"
"NODE_20161_length_111_cov_541.714",186.17818,70.000021,29.783595,61.074742,10.464186,44.8458,0,47.439478,FALSE,"none"
"NODE_20169_length_111_cov_3607.46",890.493329,954.637452,1245.104615,1132.131677,949.025627,1152.788744,1500.62366,1292.986727,FALSE,"none"
"NODE_20176_length_110_cov_42.6182",8.320563,24.861473,5.240678,0,0,0,0,7.243136,FALSE,"none"
"NODE_20177_length_110_cov_40.6727",8.232661,9.909433,10.760264,13.025548,0,4.837227,5.733766,0,FALSE,"none"
"NODE_20180_length_110_cov_37.9818",4.160282,25.200787,0,0,4.714763,4.837227,5.733766,11.379952,FALSE,"none"
"NODE_20181_length_110_cov_0.636364",0,0,5.240678,0,0,0,0,0,FALSE,"none"
"NODE_20182_length_110_cov_1.56364",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20183_length_110_cov_1.45455",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20187_length_110_cov_1.52727",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20188_length_110_cov_1.67273",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20189_length_110_cov_3.34545",0,0,0,0,0,0,0,7.586635,FALSE,"none"
"NODE_20190_length_110_cov_0.836364",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20191_length_110_cov_0.563636",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20192_length_110_cov_0.890909",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20193_length_110_cov_0.690909",0,0,5.240678,0,0,0,0,0,FALSE,"none"
"NODE_20194_length_110_cov_68.1455",15.00118,54.474491,12.724338,20.032735,8.206346,0,0,0,FALSE,"none"
"NODE_20195_length_110_cov_102.4",12.358267,19.127116,3.237502,18.859581,18.802131,19.2032,21.924141,91.026623,FALSE,"none"
"NODE_20196_length_110_cov_79.6182",33.282254,5.040157,10.481356,10.017458,32.994786,4.837227,5.733766,3.793317,FALSE,"none"
"NODE_20197_length_110_cov_121.745",22.247446,27.668084,26.20339,5.008842,22.941355,9.672501,17.201297,7.586635,FALSE,"none"
"NODE_20198_length_110_cov_54.8",12.480845,5.040157,5.240678,25.043645,0,0,8.575203,10.660853,FALSE,"none"
"NODE_20199_length_110_cov_105.545",18.051252,6.557585,21.756944,8.983411,14.140623,9.672522,5.733766,3.793317,FALSE,"none"
"NODE_20200_length_110_cov_65.1455",24.275726,5.807632,10.481356,10.017458,0,0,0,0,FALSE,"none"
"NODE_20201_length_110_cov_77.7273",32.573724,16.919805,9.007917,0,0,4.837227,0,15.173902,FALSE,"none"
"NODE_20202_length_110_cov_226.873",21.679184,5.040157,0,47.494727,78.839608,32.058052,0,5.250428,FALSE,"none"
"NODE_20203_length_110_cov_50.7636",19.670366,24.096736,15.722034,10.017458,0,4.937302,0,0,FALSE,"none"
"NODE_20204_length_110_cov_90.2364",7.119951,0,32.75097,16.958089,0,9.583018,33.931889,5.905626,FALSE,"none"
"NODE_20205_length_110_cov_130.782",32.777076,27.641301,0,13.479145,40.431108,14.505882,0,0,FALSE,"none"
"NODE_20206_length_110_cov_90.1091",12.435046,12.429437,5.214373,5.008729,45.250549,17.960019,34.402594,26.701849,FALSE,"none"
"NODE_20207_length_110_cov_68.9636",24.085661,5.040157,0,10.017458,4.713613,19.348908,11.467531,11.379952,FALSE,"none"
"NODE_20208_length_110_cov_236.709",12.480845,9.593532,10.481356,27.892067,26.824747,52.752214,45.960778,114.573037,FALSE,"none"
"NODE_20209_length_110_cov_80.7455",12.049351,0,15.822988,19.308121,0,4.590566,0,0,FALSE,"none"
"NODE_20210_length_110_cov_65.8",12.291419,9.963198,0,9.630659,8.89998,0,0,7.586635,FALSE,"none"
"NODE_20211_length_110_cov_1.74545",0,0,0,0,0,0,0,3.793317,FALSE,"none"
"NODE_20212_length_110_cov_46.3636",8.453152,25.101219,8.361879,5.008729,4.740228,0,0,7.586635,FALSE,"none"
"NODE_20213_length_110_cov_278.473",12.719323,37.119389,41.442766,33.775539,17.966155,27.428225,39.61406,50.82358,FALSE,"none"
"NODE_20214_length_110_cov_162.2",23.744998,0,0,29.235927,35.759189,45.062036,65.680273,40.030939,FALSE,"none"
"NODE_20215_length_110_cov_102.8",25.972278,26.967041,44.757415,0,0,0,0,0,FALSE,"none"
"NODE_20216_length_110_cov_273.655",8.319136,5.040157,0,0,48.41104,115.415375,51.868678,21.942031,FALSE,"none"
"NODE_20217_length_110_cov_148.418",16.026568,19.618515,26.20339,18.825441,39.332663,18.635088,17.201979,18.866327,FALSE,"none"
"NODE_20218_length_110_cov_59.0364",7.459911,9.42003,10.478152,15.026187,15.839435,23.503184,22.246629,33.243132,FALSE,"none"
"NODE_20219_length_110_cov_0.854545",0,0,0,5.008729,0,0,0,0,FALSE,"none"
"NODE_20220_length_110_cov_398.309",24.96169,9.631802,0,4.439605,69.290015,131.926504,91.438277,29.593405,FALSE,"none"
"NODE_20221_length_110_cov_68.6182",23.06762,23.542941,7.75979,24.590615,6.161962,22.426909,0,3.794328,FALSE,"none"
"NODE_20222_length_110_cov_90.3636",8.320563,5.040157,15.525532,14.419805,56.49347,33.764678,22.935063,22.675447,FALSE,"none"
"NODE_20223_length_110_cov_83.5091",0,5.036668,0,19.086099,25.499266,20.528456,36.772643,15.173269,FALSE,"none"
"NODE_20224_length_110_cov_66.7818",19.866171,0,0,29.029901,9.427082,0,0,0,FALSE,"none"
"NODE_20225_length_110_cov_152.091",23.62889,0,0,8.606783,31.512049,59.260569,51.07733,39.525509,FALSE,"none"
"NODE_20226_length_110_cov_69.5091",4.160282,10.080315,0,0,4.713541,4.837227,5.733766,9.478937,FALSE,"none"
"NODE_20227_length_110_cov_38.6364",4.160282,0,0,5.008729,15.116957,0,5.733766,3.793317,FALSE,"none"
"NODE_20228_length_110_cov_237.218",57.311569,48.010001,41.067374,67.448697,25.42113,37.202594,38.624556,33.155309,FALSE,"none"
"NODE_20229_length_110_cov_68.7818",16.72721,18.387727,15.722034,43.841611,13.211154,0,0,7.586635,FALSE,"none"
"NODE_20230_length_110_cov_142.055",15.397204,7.153264,20.44574,8.160248,4.91201,13.350151,22.935063,18.371194,FALSE,"none"
"NODE_20231_length_110_cov_88.6182",23.948198,3.117631,15.356165,29.278713,17.68032,19.348908,11.467531,10.092042,FALSE,"none"
"NODE_20232_length_110_cov_39.1455",0,10.080315,0,5.008729,9.427082,14.511681,5.733766,3.793317,FALSE,"none"
"NODE_20233_length_110_cov_334.964",21.024146,5.040157,0,0,100.744956,194.140253,91.775874,59.199617,FALSE,"none"
"NODE_20234_length_110_cov_213.327",72.336385,44.160917,25.411838,28.323618,57.345214,53.023167,9.604822,24.87582,FALSE,"none"
"NODE_20235_length_110_cov_227.691",19.526898,15.120472,10.481629,15.008303,29.537111,21.593265,17.201717,27.291206,FALSE,"none"
"NODE_20236_length_110_cov_108.145",33.112555,15.125046,26.166559,14.994911,9.427082,9.21202,17.201297,30.31073,FALSE,"none"
"NODE_20237_length_110_cov_41.0545",0,0,0,0,14.145386,4.837227,11.491638,7.586635,FALSE,"none"
"NODE_20238_length_110_cov_81.7818",4.160282,8.907229,23.104647,3.155826,4.761897,18.704875,11.170543,0,FALSE,"none"
"NODE_20239_length_110_cov_339.345",19.468007,34.530756,25.463791,53.075095,27.934663,38.519846,22.685568,51.328588,FALSE,"none"
"NODE_20240_length_110_cov_62.6182",24.562185,30.292589,26.213387,14.829025,14.140623,4.837227,11.467531,11.311573,FALSE,"none"
"NODE_20242_length_110_cov_146.182",6.562071,5.04023,10.481473,10.017771,14.14088,18.852162,6.891959,3.793346,FALSE,"none"
"NODE_20243_length_110_cov_253.473",12.480845,5.040157,0,26.291401,17.269415,33.860589,11.467531,37.597263,FALSE,"none"
"NODE_20244_length_110_cov_229.436",12.480845,20.216418,15.544995,18.874025,29.857557,24.186135,48.246467,90.95268,FALSE,"none"
"NODE_20245_length_110_cov_90",24.96169,19.191961,26.022303,9.379041,0,14.511681,11.113058,11.210745,FALSE,"none"
"NODE_20246_length_110_cov_126.345",36.941811,25.201721,15.723148,20.034916,0,8.532266,11.467531,3.793317,FALSE,"none"
"NODE_20247_length_110_cov_66.8364",4.160282,5.040157,26.20339,0,9.427082,9.674454,17.164933,7.586635,FALSE,"none"
"NODE_20248_length_110_cov_190.291",48.23944,24.831363,41.74611,54.446199,61.272991,38.592874,34.305358,31.989406,FALSE,"none"
"NODE_20249_length_110_cov_569.691",63.697848,64.897481,94.739223,138.752226,111.55884,79.465337,160.883568,299.372189,FALSE,"none"
"NODE_20250_length_110_cov_285.855",23.298927,102.802113,62.44964,57.68881,35.872432,23.887654,45.527059,36.779166,FALSE,"none"
"NODE_20251_length_110_cov_428.291",7.09957,112.363933,23.871189,0,0,108.072394,188.33476,130.480701,FALSE,"none"
"NODE_20252_length_110_cov_105.927",0,0,0,6.930813,36.508565,16.126775,0,0,FALSE,"none"
"NODE_20253_length_110_cov_113.818",4.297959,5.040157,0,8.779925,18.853938,21.168001,5.733766,0,FALSE,"none"
"NODE_20254_length_110_cov_1254.8",226.361529,247.334786,159.962283,220.225215,215.729071,57.616051,17.261137,59.525363,FALSE,"none"
"NODE_20255_length_110_cov_407.545",99.846762,100.879023,57.647459,153.184927,174.398922,111.093879,63.071326,75.866346,FALSE,"none"
"NODE_20256_length_110_cov_111.291",4.271048,7.84481,0,13.754279,4.9563,0,16.361451,11.585825,FALSE,"none"
"NODE_20257_length_110_cov_110.873",0,5.040157,0,45.842596,29.647937,9.665055,16.153291,3.793317,FALSE,"none"
"NODE_20258_length_110_cov_148.673",31.826694,6.029433,31.274209,0,9.436261,9.674454,16.747716,18.432251,FALSE,"none"
"NODE_20259_length_110_cov_47.2182",8.320563,20.160528,10.469514,5.008729,0,0,0,7.586635,FALSE,"none"
"NODE_20260_length_110_cov_95.9455",4.160282,0,0,0,14.140229,32.655147,26.689485,12.767609,FALSE,"none"
"NODE_20261_length_110_cov_324.891",24.386771,34.755463,33.920054,94.091202,83.601212,58.618859,44.991107,15.173023,FALSE,"none"
"NODE_20263_length_110_cov_52.0545",0,0,0,0,0,7.205595,21.587564,4.984023,FALSE,"none"
"NODE_20264_length_110_cov_86.9818",28.719501,0,5.240678,0,0,9.682245,11.478957,11.351661,FALSE,"none"
"NODE_20266_length_110_cov_1374.56",184.10425,100.59988,201.154606,93.686262,84.46362,45.42215,41.43456,18.189856,FALSE,"none"
"NODE_20267_length_110_cov_152.927",62.470493,65.522045,20.962712,10.017458,9.427082,24.186135,17.201297,60.693077,FALSE,"none"
"NODE_20268_length_110_cov_780.982",187.250739,105.853437,83.560349,154.721318,245.056874,135.906001,91.740251,94.56566,FALSE,"none"
"NODE_20269_length_110_cov_1590.36",0,15.832541,5.240817,0,5.097622,31.696815,38.116838,58.231903,FALSE,"none"
"NODE_20270_length_110_cov_206.2",43.743286,49.15776,30.184191,52.415202,55.919459,8.179718,28.420674,18.708347,FALSE,"none"
"NODE_20271_length_110_cov_152.109",29.457973,17.044119,19.697442,41.25718,44.820145,11.179247,10.697391,3.793317,FALSE,"none"
"NODE_20272_length_110_cov_115.673",11.66562,0,0,0,21.959956,15.524769,21.525252,10.350987,FALSE,"none"
"NODE_20274_length_110_cov_13.3636",0,0,0,5.008729,4.713541,0,17.201297,3.793317,FALSE,"none"
"NODE_20276_length_110_cov_381.509",94.711995,0,10.481356,55.177239,193.08116,61.683962,43.014446,20.498525,FALSE,"none"
"NODE_20277_length_110_cov_134.6",15.180354,15.120442,5.240678,24.160561,7.548871,29.022706,5.733766,15.173269,FALSE,"none"
"NODE_20278_length_110_cov_795.127",188.535435,187.281963,164.453629,147.862703,48.087593,70.11489,43.825734,66.094923,FALSE,"none"
"NODE_20279_length_110_cov_116.182",37.462922,49.793744,62.576638,54.60239,9.427082,14.293231,11.338136,7.825555,FALSE,"none"
"NODE_20280_length_110_cov_62.9636",4.160282,17.645109,0,10.856289,4.584546,0,0,3.793317,FALSE,"none"
"NODE_20281_length_110_cov_126.473",19.866683,10.080734,31.090558,60.051764,37.478281,13.509111,16.62081,0,FALSE,"none"
"NODE_20282_length_110_cov_335.273",62.604245,31.518148,18.812937,11.197195,29.468554,31.597828,21.109399,15.173164,FALSE,"none"
"NODE_20283_length_110_cov_65.0364",23.765619,8.734068,20.962712,5.008729,7.451637,4.830218,5.733766,15.173269,FALSE,"none"
"NODE_20284_length_110_cov_5789.93",8.131326,1308.125959,378.780154,76.793477,74.580353,1698.620006,4543.823701,3922.424777,FALSE,"none"
"NODE_20285_length_110_cov_58.2727",9.143964,0,0,22.311633,7.661935,8.25401,0,0,FALSE,"none"
"NODE_20286_length_110_cov_274.364",0,108.163128,31.361334,0,9.427082,58.049586,125.921585,152.245103,FALSE,"none"
"NODE_20287_length_110_cov_48.5091",11.382863,0,0,0,0,0,10.710914,7.579135,FALSE,"none"
"NODE_20292_length_110_cov_46.6909",49.923381,5.040157,5.240678,5.008729,18.854163,9.674454,22.935063,15.173269,FALSE,"none"
"NODE_20294_length_110_cov_54.9273",0,0,0,5.0012,0,0,0,0,FALSE,"none"
"NODE_20298_length_110_cov_90.2909",10.865265,0,0,5.008729,0,9.674454,41.272439,54.139291,FALSE,"none"
"NODE_20299_length_110_cov_257.764",176.815373,181.287415,122.75788,159.38686,135.699178,38.469091,50.640313,41.761132,FALSE,"none"
"NODE_20302_length_110_cov_39.7091",0,0,0,10.017458,4.713541,9.663022,0,3.793317,FALSE,"none"
"NODE_20306_length_110_cov_178.564",140.733476,40.71905,36.924266,5.008729,23.567704,19.637112,44.487673,76.498492,FALSE,"none"
"NODE_20307_length_110_cov_3295.65",516.407244,524.01047,382.047973,735.263001,801.694057,579.639484,680.512796,470.575886,FALSE,"none"
"NODE_20311_length_110_cov_92.8909",2384.74031,2721.529753,2393.141079,2265.904687,3558.386089,3499.479826,3465.869447,4500.526946,FALSE,"none"
"NODE_20318_length_110_cov_671.218",201.858851,229.060065,148.988488,153.159366,92.046728,36.310884,28.668829,41.72649,FALSE,"none"
"NODE_20322_length_110_cov_112.4",24.614455,9.422072,10.479179,25.048358,32.994786,14.511681,17.201297,75.946704,FALSE,"none"
"NODE_20323_length_110_cov_76.0364",0,0,0,0,10.979932,9.674523,38.84581,14.300155,FALSE,"none"
"NODE_20329_length_110_cov_41.8545",10.804646,15.117067,5.240678,0,9.427082,15.614348,22.935063,15.173269,FALSE,"none"
"NODE_20330_length_110_cov_459.945",111.322568,80.642517,68.917917,53.47111,89.560673,24.186135,40.13636,15.173269,FALSE,"none"
"NODE_20331_length_110_cov_84.1273",16.690726,15.161587,10.71917,5.008729,4.713439,0,5.733766,3.793317,FALSE,"none"
"NODE_20340_length_110_cov_453.709",94.493397,77.514812,109.815027,93.608673,84.061487,86.516035,175.679018,130.136931,FALSE,"none"
"NODE_20342_length_110_cov_2351.93",443.453778,585.323689,295.80181,490.067476,230.798848,63.145709,43.105857,61.820181,FALSE,"none"
"NODE_20351_length_109_cov_0.796296",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20352_length_109_cov_1.48148",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20353_length_109_cov_0.611111",0,0,0,0,0,0,5.832149,0,FALSE,"none"
"NODE_20354_length_109_cov_0.685185",0,0,0,0,0,0,0,3.875961,FALSE,"none"
"NODE_20355_length_109_cov_1",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20356_length_109_cov_62.0926",7.341343,0,5.280925,10.177517,33.205946,14.005132,5.832149,3.875961,FALSE,"none"
"NODE_20358_length_109_cov_1.68519",4.220944,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20359_length_109_cov_1031.09",307.732873,128.711167,118.223057,102.68533,49.673646,108.310157,108.527691,144.570054,FALSE,"none"
"NODE_20360_length_109_cov_2.55556",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20362_length_109_cov_1.7037",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20363_length_109_cov_1.59259",0,0,0,0,0,4.93337,0,0,FALSE,"none"
"NODE_20364_length_109_cov_30568.6",0,15.397103,0,10.171796,0,9.938286,5.832572,3.876196,FALSE,"none"
"NODE_20365_length_109_cov_1.59259",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20367_length_109_cov_1.55556",0,0,0,0,0,0,0,3.875961,FALSE,"none"
"NODE_20368_length_109_cov_0.833333",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20369_length_109_cov_1.7037",0,5.132368,0,0,0,0,0,0,FALSE,"none"
"NODE_20370_length_109_cov_0.851852",0,0,0,0,0,0,5.832149,0,FALSE,"none"
"NODE_20371_length_109_cov_41.4259",0,13.295548,0,10.427437,14.472186,0,17.496447,4.783884,FALSE,"none"
"NODE_20372_length_109_cov_50.3333",8.152609,15.397103,0,11.295295,4.827263,4.93337,5.832149,11.780648,FALSE,"none"
"NODE_20373_length_109_cov_58.1852",4.220944,10.264735,0,7.250731,17.897746,4.933512,5.81938,7.751922,FALSE,"none"
"NODE_20374_length_109_cov_48.9815",0,0,0,0,9.654527,0,8.558064,7.019838,FALSE,"none"
"NODE_20375_length_109_cov_51.9074",0,0,0,10.171691,10.019014,0,0,0,FALSE,"none"
"NODE_20376_length_109_cov_82.3704",5.496442,10.264735,5.280925,0,4.833126,0,10.585499,3.874744,FALSE,"none"
"NODE_20377_length_109_cov_41.5556",16.677348,0,0,0,9.654527,4.077868,0,0,FALSE,"none"
"NODE_20378_length_109_cov_46.1852",0,7.778995,20.492229,10.171691,9.654527,4.91865,0,3.875961,FALSE,"none"
"NODE_20379_length_109_cov_41.5",0,0,0,0,4.823738,0,0,12.668744,FALSE,"none"
"NODE_20380_length_109_cov_56.5926",12.084111,5.132368,0,0,0,0,0,7.751922,FALSE,"none"
"NODE_20381_length_109_cov_44.1852",4.220944,16.837188,5.280925,0,7.35392,0,5.832149,0,FALSE,"none"
"NODE_20382_length_109_cov_88.8148",12.662993,20.529471,36.966472,18.48478,24.136317,14.800109,11.664298,15.503844,FALSE,"none"
"NODE_20383_length_109_cov_37.6111",8.434672,8.865132,0,10.171691,19.307867,9.866739,0,0,FALSE,"none"
"NODE_20384_length_109_cov_130.204",10.583716,45.73654,40.470087,46.140947,25.708167,19.780259,11.282173,32.163917,FALSE,"none"
"NODE_20385_length_109_cov_127.741",8.457593,5.132368,5.280925,5.090713,4.827263,0,0,14.161443,FALSE,"none"
"NODE_20386_length_109_cov_39.7222",0,0,15.547637,0,4.827263,4.93337,0,3.875961,FALSE,"none"
"NODE_20387_length_109_cov_45.5926",12.662833,0,0,5.085846,18.266632,18.1414,17.507531,0,FALSE,"none"
"NODE_20388_length_109_cov_38.5185",0,10.264735,0,10.171691,7.596659,0,0,10.241486,FALSE,"none"
"NODE_20389_length_109_cov_42.5741",0,0,0,7.143213,17.210088,9.876225,0,0,FALSE,"none"
"NODE_20390_length_109_cov_47.5556",7.857141,10.266754,0,0,0,4.93337,0,7.751922,FALSE,"none"
"NODE_20391_length_109_cov_62.2593",4.220944,0,0,0,18.372649,37.998062,0,10.712925,FALSE,"none"
"NODE_20392_length_109_cov_216.741",37.466762,44.444492,50.85295,48.574479,32.793581,30.159634,5.832149,26.533478,FALSE,"none"
"NODE_20393_length_109_cov_80.6296",8.069906,9.914408,9.487294,19.615083,4.249553,9.866739,0,3.333212,FALSE,"none"
"NODE_20394_length_109_cov_145.259",43.917379,38.726627,22.402287,14.722899,50.390543,57.94243,0,17.159161,FALSE,"none"
"NODE_20395_length_109_cov_139.463",0,0,0,5.095363,19.438831,0,0,7.373287,FALSE,"none"
"NODE_20396_length_109_cov_77.3704",8.441889,4.784777,0,0,4.827263,7.869036,4.457591,0,FALSE,"none"
"NODE_20397_length_109_cov_95.5185",4.499977,0,0,24.498525,4.827263,0,0,4.875039,FALSE,"none"
"NODE_20398_length_109_cov_100.278",9.277506,9.975194,20.620202,24.489337,9.656719,16.453914,17.074962,18.989272,FALSE,"none"
"NODE_20399_length_109_cov_112.63",33.863243,15.397103,15.842774,20.343382,8.002514,14.800109,0,0,FALSE,"none"
"NODE_20400_length_109_cov_75.4074",4.220944,5.132368,5.280925,15.257537,14.48179,14.800109,11.664844,10.290493,FALSE,"none"
"NODE_20401_length_109_cov_1.46296",0,0,0,5.085846,0,0,0,0,FALSE,"none"
"NODE_20402_length_109_cov_140.796",12.318436,0,4.789079,39.765925,53.307791,54.537542,11.222672,7.751922,FALSE,"none"
"NODE_20403_length_109_cov_316.019",16.131036,40.680056,51.649225,63.735823,12.498806,0,17.486234,16.791273,FALSE,"none"
"NODE_20404_length_109_cov_48.2037",11.14028,0,0,0,4.827263,0,0,3.875961,FALSE,"none"
"NODE_20405_length_109_cov_215.185",33.984527,14.759239,15.842774,21.459176,33.48425,19.558447,35.472513,50.381037,FALSE,"none"
"NODE_20406_length_109_cov_50.8333",16.042075,0,0,0,0,9.866622,28.728109,27.131689,FALSE,"none"
"NODE_20407_length_109_cov_50.6296",4.220944,0,0,10.171691,0,4.933456,17.497079,3.875961,FALSE,"none"
"NODE_20408_length_109_cov_2.53704",0,0,0,0,4.827263,0,0,0,FALSE,"none"
"NODE_20409_length_109_cov_68.9074",6.636536,3.589907,0,19.513782,0,29.151095,0,0,FALSE,"none"
"NODE_20410_length_109_cov_55.6296",16.546751,20.296467,10.56367,0,5.836241,4.93337,0,0,FALSE,"none"
"NODE_20411_length_109_cov_72.6852",8.441889,0,0,33.545553,14.484513,4.93337,0,0,FALSE,"none"
"NODE_20412_length_109_cov_124.463",18.72734,10.267502,14.051629,29.596396,16.746234,0,5.832149,14.709446,FALSE,"none"
"NODE_20413_length_109_cov_307.315",32.148795,25.661838,18.577795,15.06167,14.48179,5.882303,23.328595,42.635572,FALSE,"none"
"NODE_20414_length_109_cov_43.6852",4.220944,5.132368,10.561849,0,4.827263,0,5.832149,3.875961,FALSE,"none"
"NODE_20415_length_109_cov_241.37",2.974237,8.828521,0,0,8.538298,14.785817,77.124558,61.641923,FALSE,"none"
"NODE_20416_length_109_cov_1.83333",0,5.132368,0,0,0,0,0,0,FALSE,"none"
"NODE_20417_length_109_cov_43.8519",8.469196,0,5.280925,15.257537,24.136317,9.866739,5.832149,3.875961,FALSE,"none"
"NODE_20418_length_109_cov_46.7963",0,5.132368,5.280925,0,9.652484,9.611656,0,19.09455,FALSE,"none"
"NODE_20419_length_109_cov_70.3519",8.441889,39.218427,31.08366,15.257537,4.239483,4.831306,5.163944,3.875961,FALSE,"none"
"NODE_20420_length_109_cov_38.0926",0,0,5.267617,0,0,4.93337,0,27.126831,FALSE,"none"
"NODE_20421_length_109_cov_83.6667",4.220944,5.132524,10.561849,6.343413,0,0,5.832149,27.131728,FALSE,"none"
"NODE_20422_length_109_cov_155.87",23.051424,25.313275,13.545834,23.182283,41.285535,17.881019,12.969233,10.887001,FALSE,"none"
"NODE_20423_length_109_cov_58.9444",4.220944,0,5.280925,25.429228,14.480511,17.697602,5.832149,26.556591,FALSE,"none"
"NODE_20424_length_109_cov_0.759259",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20425_length_109_cov_354.741",111.510356,85.635048,36.179902,104.636957,80.16909,47.451084,52.244642,34.26288,FALSE,"none"
"NODE_20426_length_109_cov_108.204",20.723713,23.286824,16.444839,17.762339,0,0,11.666027,18.040257,FALSE,"none"
"NODE_20427_length_109_cov_212.667",70.541037,66.094598,78.792682,36.13536,23.781206,23.97425,0,11.628503,FALSE,"none"
"NODE_20428_length_109_cov_46.0741",15.865688,10.264735,10.561849,0,0,0,0,0,FALSE,"none"
"NODE_20429_length_109_cov_77.3333",0,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20430_length_109_cov_212.241",34.4372,34.192547,38.208683,34.091955,26.622955,13.628238,0,0,FALSE,"none"
"NODE_20431_length_109_cov_1.64815",4.220944,0,0,0,0,0,0,0,FALSE,"none"
"NODE_20432_length_109_cov_133.185",31.576502,31.396512,23.557614,23.097789,38.193316,4.93337,0,11.420552,FALSE,"none"
"NODE_20433_length_109_cov_79.4815",0,14.760777,0,0,0,0,17.501233,3.8595,FALSE,"none"
"NODE_20434_length_109_cov_84.6111",26.607755,6.34442,15.842774,10.171873,27.749612,4.93337,0,7.753928,FALSE,"none"
"NODE_20435_length_109_cov_89.4074",8.431597,0,0,5.085846,4.98621,23.958946,5.832149,10.747317,FALSE,"none"
"NODE_20436_length_109_cov_61.7407",0,9.950307,10.283215,23.799724,0,0,0,2.918438,FALSE,"none"
"NODE_20437_length_109_cov_259.13",33.066266,14.166449,27.688701,11.268733,9.654527,25.695413,17.496447,14.545751,FALSE,"none"
"NODE_20438_length_109_cov_44.1111",8.33946,5.132368,10.561849,0,4.827263,0,5.832149,0,FALSE,"none"
"NODE_20439_length_109_cov_96.7037",12.218311,4.794118,0,24.244378,43.282518,24.336783,14.596747,0,FALSE,"none"
"NODE_20440_length_109_cov_1319.39",428.517287,420.708967,303.897786,259.960391,185.876036,36.618079,46.669835,72.918324,FALSE,"none"
"NODE_20441_length_109_cov_121.315",36.893955,25.661838,42.093478,28.545655,14.48179,24.600184,17.496447,18.547048,FALSE,"none"
"NODE_20442_length_109_cov_109.87",22.86205,15.615614,8.547978,32.380608,12.678272,14.173807,17.500027,3.875961,FALSE,"none"
